VideoDuration,VideoDatePublished,VideoID,VideoImage,VideoTitle,VideoUrl,VideoViews,Like,Unlike,Khan Style%,Animation%  ,Talking Head%                 ,Whiteboard%
PT10M41S,11/23/2015,fd-E18EqSVk,https://i.ytimg.com/vi/fd-E18EqSVk/maxresdefault.jpg,Math Antics - Rounding,https://www.youtube.com/embed/fd-E18EqSVk,2320500,2012,62,0,65,15,85
PT15M4S,7/31/2014,tfZKwMdTt2w,https://i.ytimg.com/vi/tfZKwMdTt2w/maxresdefault.jpg,Adding and Subtracting Mixed Numbers,https://www.youtube.com/embed/tfZKwMdTt2w,489780,568,12,0,85,52,84
PT14M6S,10/27/2019,RY2wQY70TeY,https://i.ytimg.com/vi/RY2wQY70TeY/maxresdefault.jpg,26 FAST MATHS TRICKS YOU MUST KNOW,https://www.youtube.com/embed/RY2wQY70TeY,8495552,2453,35,0,74,42,84
PT24M29S,6/5/2020,h-YNA6GAsHs,https://i.ytimg.com/vi/h-YNA6GAsHs/maxresdefault.jpg,"Whole Numbers, Unit 1, Mathematics Class 4th",https://www.youtube.com/embed/h-YNA6GAsHs,5069,214,6,0,75,53,85
PT10M6S,2/20/2016,VZ0jG3W53nE,https://i.ytimg.com/vi/VZ0jG3W53nE/maxresdefault.jpg,The Distributive Property In Arithmetic,https://www.youtube.com/embed/VZ0jG3W53nE,785647,520,25,0,78,56,85
PT1M48S,9/17/2015,ZzeDWFhYv3E,https://i.ytimg.com/vi/ZzeDWFhYv3E/maxresdefault.jpg,Order of Operations Song | PEMDAS Rap for 5th Grade,,1412136,4562,85,0,79,85,86
PT7M17S,1/6/2020,cARsEw-s8Fg,https://i.ytimg.com/vi/cARsEw-s8Fg/maxresdefault.jpg,Dividing Mixed Numbers | Step by Step | Math with Mr. J,https://www.youtube.com/embed/cARsEw-s8Fg,182363,241,63,0,76,15,80
PT12M12S,4/16/2018,jcetv-5QDww,https://i.ytimg.com/vi/jcetv-5QDww/maxresdefault.jpg,Multiplying Mixed Numbers and Whole Numbers,https://www.youtube.com/embed/jcetv-5QDww,413754,589,45,0,72,24,80
PT12M7S,5/22/2015,NybHckSEQBI,https://i.ytimg.com/vi/NybHckSEQBI/maxresdefault.jpg,Algebra Basics: What Is Algebra? - Math Antics,https://www.youtube.com/embed/T5Qf0qSSJFI,2192889,658,25,0,73,56,80
PT5M48S,2/14/2019,mlNHIzV4x8Y,https://i.ytimg.com/vi/mlNHIzV4x8Y/maxresdefault.jpg,Addition And Subtraction Of Integers | Mathematics Grade 5 | Periwinkle,https://www.youtube.com/embed/mlNHIzV4x8Y,203813,751,68,0,71,23,80
PT6M56S,10/21/2019,OdFXImly2-I,https://i.ytimg.com/vi/OdFXImly2-I/maxresdefault.jpg,Order of Operations | PEMDAS | 5th Grade Math (Part 1,https://www.youtube.com/embed/OdFXImly2-I,148292,245,6,0,74,55,80
PT6M18S,4/16/2012,0NvLtTwnUHs,https://i.ytimg.com/vi/0NvLtTwnUHs/maxresdefault.jpg,Math Antics - Factoring,https://www.youtube.com/embed/0NvLtTwnUHs,1519743,135,13,0,75,14,80
PT80M19S,8/7/2020,CdTUq5TTDEo,https://i.ytimg.com/vi/CdTUq5TTDEo/maxresdefault.jpg,Lesson 3. Operations on whole numbers | Maths Session for Grade 07,https://www.youtube.com/embed/CdTUq5TTDEo,16829,210,15,0,74,52,80
PT6M27S,6/22/2020,mqPqfR6UgqM,https://i.ytimg.com/vi/mqPqfR6UgqM/maxresdefault.jp,Properties of Whole Numbers - Part 1 | Don't Memorise,https://www.youtube.com/embed/mqPqfR6UgqM,55058,253,18,0,14,54,80
PT7M29S,2/17/2020,HAhg0uXn9GA,https://i.ytimg.com/vi/HAhg0uXn9GA/maxresdefault.jpg,"Whole Number Operations | Adding, Subtracting, Multiplying, and Dividing",https://www.youtube.com/embed/HAhg0uXn9GA,35991,546,52,0,75,22,80
